student_id,gender,field,internships,tech_skills,soft_skills,comm_skills,work_exp,salary
STU021102,-1,1,5,6.6,4.6,5.1,0,18.89
STU021103,-1,1,1,6.8,7.9,8.7,0,9.08
STU021105,-1,1,0,3.9,3.1,5.1,20,9.36
STU021107,1,1,2,4.7,6.6,6.9,15,9.65
STU021108,-1,1,1,6.9,6.5,7.7,10,11.52
STU021110,-1,1,0,2.4,1,1,34,13.69
STU021113,1,1,1,4.5,5.4,7.3,11,11.67
STU021124,1,1,3,5.6,8.4,6.5,0,9.79
STU021126,1,1,3,7.9,8.3,10,11,15.86
STU021128,1,1,3,5.3,5.5,5.2,0,15.82
STU021130,1,1,1,6.6,6,6.7,0,9.6
STU021131,1,1,1,7.1,8.7,9.2,7,9.4
STU021132,-1,1,2,7.9,7.9,9.2,5,9.96
STU021133,-1,1,1,4.5,5.6,5.5,0,8.83
STU021134,1,1,2,6.6,6.8,5.8,0,13.5
STU021136,-1,1,1,6.7,5.7,6,0,10.39
STU021138,1,1,3,6.1,6.5,6,1,13.03
STU021139,-1,1,3,3.3,5.3,3.2,19,11.31
STU021140,-1,1,2,7.5,4.2,2.7,36,13.84
STU021146,1,1,0,8.1,10,10,19,12.22
STU021147,-1,1,2,4.9,5.6,3.7,0,11.82
STU021149,1,1,1,5.6,6.3,6.5,21,12.38
STU021150,-1,1,0,5,3.3,3.5,0,15.01
STU021152,1,1,0,4.9,4.2,5.2,26,11.98
STU021153,1,1,2,3.4,5.4,5.9,8,10.39
STU021155,-1,1,1,6.3,7.9,8.6,11,12.7
STU021159,0,1,2,3.9,3.1,2.6,0,9.73
STU021160,-1,1,2,5.7,9.4,8.5,0,11.93
STU021177,-1,1,1,7.9,8.6,7.3,0,6.71
STU021186,-1,1,1,6.8,7.7,9.3,0,10.78
STU021193,-1,1,3,6.6,7.9,7.8,26,16.32
STU021199,1,1,2,7.3,6.9,6.4,0,12.22
STU021201,-1,1,1,4.3,2.5,4.3,8,12.15
STU021207,1,1,2,6.9,7.4,9.5,0,12.38
STU021210,-1,1,3,6.6,7.9,7.7,24,16.31
STU021213,1,1,3,7.7,6.5,6.9,11,12.86
STU021218,0,1,1,7.7,6.5,6.8,20,10.54
STU021219,1,1,3,8.7,10,8.4,0,11.03
STU021220,1,1,1,6.5,6.9,7,0,7.53
STU021221,-1,1,1,6.8,6,6,13,13.84
STU021224,1,1,0,5.2,4.1,3.5,24,13.56
STU021230,1,1,0,7,7.5,8.9,29,10.33
STU021231,-1,1,2,5,5.3,5.5,11,11.64
STU021237,1,1,0,7.8,10,9.9,17,9
STU021240,-1,1,1,7.8,7,6.5,0,9.86
STU021241,1,1,1,7.4,8.8,9.6,28,14.46
STU021245,-1,1,2,7.1,7.8,6.8,3,12.84
STU021250,-1,1,2,6,7.3,8.5,2,11.89
STU021252,-1,1,2,7.9,9.3,7.8,17,12.82
STU021253,-1,1,3,4.2,5.4,7.8,29,17.05
STU021257,-1,1,1,3.5,5.6,5.5,7,9.79
STU021258,-1,1,1,5.9,8.1,8.1,21,14.75
STU021261,-1,1,1,9.4,9.5,10,0,11.54
STU021264,1,1,0,7.4,8.9,9,15,14.94
STU021265,-1,1,1,6.3,8.6,10,14,10.33
STU021267,-1,1,0,8.7,9,6.9,4,11.03
STU021270,-1,1,3,4.3,8.4,7.8,0,7.69
STU021271,-1,1,4,5.7,6.2,5.4,27,11.22
STU021273,1,1,3,1.5,4,5.2,11,10.28
STU021274,1,1,2,9.5,10,8.5,27,12.44
STU021275,1,1,4,6.4,9.1,9.9,0,10.43
STU021279,-1,1,0,7.8,6.1,4.8,8,9.43
STU021280,-1,1,1,8.9,7.6,6.6,6,13.64
STU021281,-1,1,2,5.9,7.2,8.4,32,12.09
STU021283,1,1,3,5.1,6.3,5.8,5,8.9
STU021285,-1,1,0,9,8.2,6.3,34,11.94
STU021289,-1,1,2,7.2,9.3,9.4,0,12.14
STU021290,-1,1,1,5.1,4.9,5.2,11,17.89
STU021293,-1,1,2,6.8,8.4,7.9,0,10.6
STU021297,-1,1,0,6.5,7.2,6.8,25,16.14
STU021301,-1,1,2,3.7,2.8,3.3,7,10.75
STU021303,1,1,0,4,6.1,6.4,0,11.03
STU021304,1,1,3,3.9,3.1,1.4,36,14.66
STU021305,-1,1,0,6.5,6.9,6.3,0,10.32
STU021310,1,1,1,6.8,10,10,3,11.58
STU021311,1,1,3,3.8,3.9,3.1,5,7.79
STU021313,0,1,2,5.3,6,6.3,8,11.97
STU021314,1,1,1,7,7.9,8.9,0,12.97
STU021315,1,1,1,3.8,4.2,2.3,10,16.99
STU021317,-1,1,0,9.8,9.2,10,10,12.33
STU021318,-1,1,3,5,4.3,4,0,10.33
STU021319,1,1,2,1.8,4.5,5.1,24,9.92
STU021320,-1,1,1,7,9.7,10,0,8.6
STU021321,-1,1,2,10,10,8.8,23,13.57
STU021322,-1,1,1,8,8.9,10,0,8.18
STU021324,1,1,2,6.7,7.3,9.8,6,9.57
STU021325,1,1,2,4.9,4.4,5.1,8,12.06
STU021332,-1,1,3,7.7,9.8,8.6,0,11.92
STU021333,-1,1,3,1.1,1.1,1,12,13.98
STU021343,1,1,3,8,8.7,8.5,21,16.03
STU021347,1,1,0,6.8,7.8,7.8,24,14.06
STU021348,0,1,3,3.5,3.3,4,0,9.03
STU021349,1,1,1,4.4,4.2,6.4,0,9.44
STU021350,1,1,3,5.7,8.4,9.6,0,10.57
STU021353,1,1,4,4.7,3.8,4.6,0,11.61
STU021358,-1,1,2,8.6,10,10,0,17.03
STU021363,-1,1,0,6.6,7.9,8.6,18,9.48
STU021366,-1,1,1,5.7,5.4,3.9,32,12.66
STU021368,1,1,4,2.8,2.5,1.7,14,14.51
STU021373,-1,1,1,4,5.3,7.1,26,10.26
STU021377,-1,1,2,4,2.9,3.9,21,10.99
STU021382,1,1,0,5,5.4,5.1,32,13.36
STU021385,1,1,4,3.7,7.5,8,0,8.58
STU021386,-1,1,2,9.2,9,9.3,25,16.09
STU021391,1,1,1,8.7,10,9.4,0,9.75
STU021394,1,1,2,4,4.6,4.4,0,14.74
STU021395,1,1,3,8.7,7.7,5.8,1,9.85
STU021400,1,1,1,5,5.3,4.5,31,11.66
STU021401,-1,1,0,7.4,7.3,7.7,0,13.94
STU021402,1,1,2,4.9,6.7,7.7,0,13.77
STU021404,-1,1,2,7.9,8.3,7.4,0,11.56
STU021405,-1,1,0,4.5,4.1,4.3,21,10.65
STU021406,1,1,1,3.9,5,3.1,0,9.71
STU021407,1,1,1,9.4,9.9,9.4,0,12.28
STU021412,-1,1,1,7.4,7.4,8,21,12.05
STU021417,-1,1,1,7.3,8.5,9.5,0,11.77
STU021418,0,1,3,6.2,8,6.6,0,13.44
STU021419,-1,1,1,5.2,6.4,5.7,21,8.74
STU021420,-1,1,0,7,8,7,15,12.62
STU021422,-1,1,3,1.9,2.6,2,0,11.34
STU021423,-1,1,0,9.6,8.9,9.1,0,8.67
STU021424,1,1,1,8.8,10,10,35,13.51
STU021429,1,1,0,6.7,6.5,6.5,28,11.35
STU021433,-1,1,2,4.1,4.3,3.7,0,10.5
STU021434,-1,1,1,5.5,7.9,6.8,31,9.83
STU021439,-1,1,1,6.6,5.5,5.8,14,14.33
STU021443,1,1,0,7.1,7.2,8.9,31,11.07
STU021447,1,1,0,4.8,5.4,6.2,0,8.16
STU021448,-1,1,2,6.3,7.5,7.3,10,12.7
STU021451,1,1,2,5.3,6.3,6.6,0,10.81
STU021455,1,1,0,5.1,4.6,4.4,25,13.72
STU021456,-1,1,2,5.3,6.4,6.7,19,13.31
STU021460,1,1,1,6,6.3,6.6,13,13.48
STU021467,-1,1,2,9.3,10,9.8,0,10.86
STU021471,-1,1,0,7.5,7.8,7.8,16,11.3
STU021474,1,1,1,5.6,4.5,4.2,14,10
STU021479,-1,1,1,3.6,5.4,5,0,6.42
STU021481,-1,1,1,5.6,9.1,10,0,7.85
STU021483,-1,1,0,2.9,1,1,0,11.18
STU021487,1,1,2,8.7,9.8,9.7,27,16.22
STU021490,-1,1,2,7.6,6.6,6.4,0,15.27
STU021492,1,1,0,7.9,9.4,9.8,0,9.35
STU021496,1,1,3,7.2,6.1,5.3,2,13.5
STU021500,1,1,5,2.2,1.9,2.3,0,11.27
STU021504,-1,1,0,9.6,9.9,10,0,6.88
STU021507,1,1,2,7.1,8.3,9.1,0,13.05
STU021508,1,1,4,7.2,9.1,8.2,0,11.11
STU021510,-1,1,2,4.4,7,6.5,0,15.78
STU021515,1,1,3,4.2,2.3,2.8,30,13.13
STU021519,-1,1,0,8.1,8.6,8.5,29,10.44
STU021521,-1,1,1,6.9,7.7,6.1,23,12.12
STU021524,-1,1,2,5.6,5.7,7.5,0,11.52
STU021525,1,1,4,2,4.4,6,3,14.53
STU021528,1,1,3,7.7,8.8,10,35,15.48
STU021529,-1,1,0,9.1,8.8,8.1,0,12.08
STU021530,1,1,1,5.5,3.4,2.6,9,6.39
STU021535,-1,1,1,6.7,5.1,6.7,32,10.64
STU021536,1,1,2,8,8.2,7.2,11,15.07
STU021538,-1,1,2,6.9,8.3,6.8,0,11.6
STU021539,-1,1,5,6.2,5.1,4.9,0,12.56
STU021547,1,1,2,8.8,6.2,7.2,0,15.07
STU021549,-1,1,0,5.7,6.9,5.6,28,13.47
STU021551,1,1,1,1.4,2.9,2.8,9,8.34
STU021552,-1,1,1,9.4,6.6,7.7,0,15.51
STU021558,-1,1,3,9.1,8.6,7.3,36,20.72
STU021561,1,1,2,6.5,7.7,6.6,0,9.56
STU021564,-1,1,3,5.8,6.4,6.6,0,9.21
STU021574,-1,1,1,6.9,8.4,7.7,0,10.2
STU021575,1,1,3,6.9,9.2,8.1,36,15.75
STU021576,1,1,1,4,5.3,4.6,0,10.98
STU021577,-1,1,2,4.3,2,3.5,0,7.1
STU021578,-1,1,1,6.9,5,4.7,0,8.17
STU021581,1,1,2,7.7,10,9.6,0,12.76
STU021583,-1,1,1,7.8,6.1,4.8,21,15.24
STU021584,1,1,1,9.9,10,10,32,14.01
STU021585,-1,1,4,6.5,5.4,3.8,20,11.61
STU021586,-1,1,1,7.9,5.3,4,10,11.1
STU021589,1,1,1,6.1,7.1,10,0,10.07
STU021593,1,1,1,10,9.8,9.5,0,13.62
STU021596,1,1,2,5.4,7.2,6.6,27,13.32
STU021597,1,1,1,8.2,7.3,6.9,0,11.75
STU021600,1,1,4,3.7,3.1,3.8,0,11.78
STU021601,1,1,3,7,8.7,8.2,0,9.5
STU021605,-1,1,0,6.1,9.1,8,21,15.21
STU021608,1,1,0,1.6,3,3.8,0,6.45
STU021609,-1,1,3,5.5,7.9,7.5,10,13.93
STU021610,-1,1,5,7.9,9.8,10,20,14.27
STU021612,1,1,2,5.1,6.2,6.4,0,15.23
STU021614,1,1,0,9.5,10,9.5,28,14.54
STU021615,1,1,2,4.9,6.2,7,15,15.49
STU021616,-1,1,1,5.2,5.1,4.8,0,17.34
STU021620,-1,1,1,7.8,9.1,9.8,30,15.05
STU021622,-1,1,3,5.1,4.2,3.9,0,11.07
STU021625,1,1,1,8.7,10,10,0,13.03
STU021632,1,1,3,9.8,8.9,8.9,0,11.98
STU021636,-1,1,4,7.6,10,10,23,14.92
STU021637,-1,1,1,7.6,7.1,5.9,8,12.32
STU021638,-1,1,1,6.5,6.8,6.1,0,13.49
STU021639,1,1,0,6.8,5.1,4.2,0,8.08
STU021644,-1,1,3,6.5,8.2,8,20,10.78
STU021647,1,1,2,7.1,5.1,6.7,0,12.06
STU021648,-1,1,4,5.1,7.6,7.5,23,15.8
STU021650,1,1,3,6.3,4.8,5.3,0,8.28
STU021651,-1,1,2,2.4,4.1,6.2,3,10.53
STU021655,1,1,2,6.4,7.1,4.3,28,15.52
STU021659,1,1,0,9.2,10,9.8,1,8.38
STU021661,-1,1,1,4,5.6,5.6,0,8.44
STU021662,-1,1,3,6.4,4.3,4,0,11.61
STU021665,-1,1,1,7.6,6.4,6.9,0,8.88
STU021666,1,1,1,7.6,7,8.3,5,12.59
STU021669,-1,1,3,9.2,7.8,8.4,0,11.74
STU021675,-1,1,1,3.2,3.2,4.1,26,11.5
STU021676,1,1,2,4.8,7.4,6.6,16,12.15
STU021680,-1,1,3,7.9,7,6.3,7,9.97
STU021682,1,1,1,5,4.9,5.7,10,10.79
STU021685,-1,1,2,4.7,4.7,4.9,0,7.15
STU021696,1,1,1,7.7,9,10,0,11.05
STU021697,-1,1,0,6.6,8.5,6.9,6,14.06
STU021701,-1,1,1,5.7,5.5,4.6,0,13.69
STU021711,1,1,0,8.7,10,9.3,0,7.84
STU021716,-1,1,1,9,10,10,24,14.54
STU021717,-1,1,2,4.3,6.8,8.2,0,7.97
STU021721,-1,1,2,6.7,4.8,5.4,22,12.39
STU021723,-1,1,2,8.7,10,9.9,15,12.4
STU021724,1,1,2,3.6,6.1,6.5,10,10.95
STU021727,1,1,0,6.7,6.7,7.1,27,19.71
STU021730,-1,1,1,7.8,9.3,8.7,28,18.78
STU021732,0,1,2,4.5,5.9,6.5,22,12.78
STU021736,-1,1,3,6.2,5.7,6.4,14,12.03
STU021737,-1,1,1,5.3,7,5.2,0,9.22
STU021739,-1,1,0,7.9,9.6,10,4,7.15
STU021741,-1,1,0,6.3,5.9,6.3,0,10.3
STU021742,-1,1,2,9.4,8.9,10,35,14.19
STU021744,1,1,2,3.9,2.3,2.3,0,11.52
STU021745,-1,1,1,8.8,7.1,6.6,24,21.15
STU021749,-1,1,0,9.5,8.9,9.9,12,10.7
STU021752,1,1,3,8.1,8,8.2,19,13.9
STU021756,-1,1,2,5.5,3.2,2.4,21,15.48
STU021759,-1,1,1,7.3,8,9.2,26,14.06
STU021760,-1,1,0,7.4,8,9,31,14.16
STU021761,1,1,3,7.9,9.7,9.1,10,13.06
STU021765,1,1,2,9.3,10,9.7,0,9.69
STU021767,0,1,2,4.8,1.9,1,0,10.02
STU021768,1,1,3,4.1,5.6,5.6,0,12.1
STU021769,-1,1,2,6,5.4,5.7,0,12.58
STU021773,1,1,1,7.2,5.1,5.2,29,13.31
STU021775,-1,1,2,5.2,5.4,5.9,0,10.06
STU021779,-1,1,0,6.6,10,9.2,0,12.96
STU021780,-1,1,0,9.8,7.8,8.1,0,14.36
STU021786,1,1,1,3.4,4,3.8,0,7.77
STU021788,-1,1,1,8.4,7.7,7,0,8.89
STU021790,-1,1,2,8.4,10,10,33,13.73
STU021791,1,1,1,6,6.2,5.1,12,14.61
STU021792,-1,1,2,3.3,3.4,4.5,11,14.37
STU021794,1,1,2,9.7,10,9.7,0,11.63
STU021795,1,1,4,8.2,6.1,6.3,13,12.99
STU021796,-1,1,1,5,8.7,9.9,6,10.63
STU021797,-1,1,1,6.3,6.6,7,21,11.68
STU021800,-1,1,0,5.4,7.2,7.6,18,12.3
STU021806,-1,1,3,7.8,6.7,5.2,28,15.53
STU021807,-1,1,2,8.6,10,10,0,10.22
STU021808,-1,1,1,4.3,3.9,3.3,1,7.37
STU021813,-1,1,0,5,5.4,5.5,0,11.59
STU021814,-1,1,1,3.9,3.1,3.1,14,8.51
STU021816,1,1,3,9.6,10,9.5,19,10.03
STU021817,-1,1,5,5.7,6.5,6,22,13.47
STU021819,0,1,5,5.9,7.6,7.1,2,13.04
STU021820,1,1,0,7.1,5.5,4.8,12,9
STU021823,-1,1,2,9.6,8.5,9.1,0,9.79
STU021825,-1,1,4,2.3,1.9,1.5,0,14.64
STU021829,1,1,2,3.5,2.6,1.7,0,10.12
STU021833,-1,1,2,7.1,8.6,8.9,0,11.14
STU021834,0,1,4,5.1,6,4.7,12,12.48
STU021836,1,1,1,5.1,6.8,6,10,9.28
STU021838,-1,1,2,7.2,9.8,10,17,12.4
STU021839,-1,1,1,6.3,6.8,4.9,9,9.2
STU021843,-1,1,2,5.8,3.7,3.3,12,10.82
STU021846,1,1,2,4.3,3.4,4.5,0,8.8
STU021847,-1,1,2,8.2,9.3,9.1,26,14.24
STU021848,1,1,1,4.8,3.6,3.9,7,17.3
STU021852,-1,1,2,7.2,7.6,7.5,0,14.8
STU021855,1,1,3,4.4,4.2,3.2,1,9.97
STU021863,-1,1,3,6.7,5.7,6.2,0,14.25
STU021864,1,1,4,2.8,4.9,4.1,6,14.12
STU021870,-1,1,4,6.9,7.4,8.3,0,11.23
STU021873,-1,1,1,3.6,5.4,3.7,36,10.97
STU021875,-1,1,3,7.1,5.9,6.2,2,10.29
STU021876,-1,1,2,7.9,7.8,7.3,0,10.58
STU021882,1,1,3,5.3,6.8,7.5,0,10.07
STU021884,1,1,3,2.5,2.1,2.5,0,9.02
STU021893,0,1,3,10,5.3,4.2,14,13.12
STU021901,-1,1,1,5.2,7.3,5.5,0,11.71
STU021902,-1,1,2,4,2.7,2.9,0,8.41
STU021907,-1,1,1,5.6,6.3,5.9,35,14.54
STU021909,-1,1,1,8,5.9,6.5,13,13.07
STU021912,-1,1,5,5.3,6.6,6.4,19,15.44
STU021913,1,1,1,9.4,9.2,9,13,15.81
STU021914,-1,1,5,6.5,6.8,6.2,16,11.96
STU021915,1,1,2,4.2,5.5,6,34,12.64
STU021916,-1,1,0,8.9,8.9,9.5,33,12.6
STU021921,-1,1,0,7.2,9.3,10,7,11.95
STU021928,1,1,0,6.1,7,7.9,31,13.05
STU021933,-1,1,0,7.3,4.7,4.1,0,14.02
STU021935,1,1,4,7.1,6.6,6.1,11,15.27
STU021936,-1,1,3,5.7,2.8,4.5,0,13.04
STU021937,-1,1,1,4.1,3.1,2.9,12,9.41
STU021938,-1,1,2,5.3,7.1,5.8,5,8.91
STU021941,-1,1,4,6.2,8.1,6.6,32,17.14
STU021944,-1,1,1,5.5,5.5,6.1,14,12.05
STU021945,1,1,1,8.6,9.7,9,33,16.79
STU021946,-1,1,1,7,7.5,8.3,35,15.76
STU021950,1,1,1,7.4,8.6,7.8,16,11.84
STU021951,1,1,0,7.9,9.5,10,0,8.65
STU021955,1,1,1,8.5,8.7,10,0,14.67
STU021971,-1,1,3,9.1,10,8.5,9,10.97
STU021972,1,1,0,4.5,7.4,7.3,16,14.14
STU021977,-1,1,1,7.1,8.5,7.8,0,11.56
STU021979,1,1,1,7.3,10,9.5,0,11.6
STU021987,1,1,0,7.1,8.2,7.1,0,12.46
STU021991,1,1,2,4.4,4.1,3.8,16,16.41
STU021993,-1,1,1,2.1,1.7,1,30,10.04
STU021997,1,1,0,4.6,4.8,4.9,0,15.07
STU021999,1,1,4,4.9,5.2,3.8,30,18.14
STU022000,-1,1,1,5.5,5.3,5,23,19.76
STU022001,1,1,2,6.4,7,7,0,12.47
STU022005,1,1,2,10,7.7,6.2,24,20.16
STU022014,-1,1,2,1.8,6.8,6.7,35,15.82
STU022016,1,1,1,8.2,8.8,8.5,0,12.87
STU022020,-1,1,3,6.4,4.2,4.5,29,11.74
STU022023,-1,1,2,5.8,1.5,2.7,0,10.13
STU022025,-1,1,1,7.8,7.6,5.9,21,9.77
STU022034,0,1,4,7.4,7.2,5.8,26,14.43
STU022036,1,1,1,8.1,8.2,8.7,22,15.42
STU022037,-1,1,1,6.9,5.3,4.8,12,11.65
STU022043,1,1,1,6.2,5.6,4.9,27,15.1
STU022048,-1,1,3,6.8,5.1,4.8,0,14.76
STU022049,1,1,4,6.8,10,10,0,11.89
STU022051,1,1,0,8.3,8.3,8.8,15,13.18
STU022052,-1,1,0,4.9,4.8,4.9,5,10.25
STU022055,1,1,2,6.6,5.8,4.6,25,13.27
STU022062,-1,1,2,3.8,3.7,3.8,0,8.98
STU022064,1,1,1,10,10,10,0,12.27
STU022071,-1,1,1,5.9,9.2,9.5,0,11.37
STU022075,1,1,2,2.7,5.5,4.5,0,8.48
STU022076,-1,1,1,8.5,10,10,0,15.29
STU022079,1,1,4,5.5,7.3,6.5,27,11.62
STU022080,-1,1,4,5.5,6.7,6,0,10.25
STU022082,1,1,4,4.5,1.9,2.1,14,11.21
STU022083,-1,1,1,6.2,9.4,9,17,14.05
STU022091,-1,1,2,6.3,7.3,4.5,28,16.02
STU022093,-1,1,2,6.5,7.3,6.3,23,12.52
STU022098,1,1,0,5.5,5.4,4.3,0,12.72
STU022099,1,1,4,4.2,4.1,2.8,0,8.71
STU022101,-1,1,4,5.2,4.9,4.4,31,17.01
STU022104,1,1,2,7.2,9.3,10,0,9.24
STU022105,-1,1,5,6.9,7.8,6.4,0,17.59
STU022108,-1,1,5,5.7,7.3,7.3,0,13.76
STU022109,1,1,3,7.8,8.5,8.7,10,11.94
STU022110,-1,1,0,3.7,3,2.4,0,7.99
STU022112,1,1,3,7.9,9,8.9,0,13.84
STU022115,1,1,1,7.8,6.3,4.4,0,11.8
STU022116,1,1,2,8.5,9.5,10,0,13.44
STU022117,1,1,1,5.7,5.1,5.9,0,12.57
STU022120,1,1,1,7.7,7.3,6.1,0,11.77
STU022121,1,1,1,8.9,7.6,8.4,13,12.04
STU022124,1,1,2,7.2,8,6.5,0,12.11
STU022125,1,1,4,4.7,6.2,7.9,0,16.62
STU022126,-1,1,3,3.7,4.1,3.7,0,13.81
STU022129,-1,1,2,7.4,8,9.3,20,12.43
STU022133,-1,1,0,6.2,8.1,8.7,35,14.53
STU022138,-1,1,2,3.1,4.2,3.1,0,10.05
STU022144,1,1,0,5.5,6.3,6.5,10,8.25
STU022145,1,1,2,10,10,9.8,10,10.9
STU022149,1,1,1,4.7,4.1,5.3,0,8.97
STU022150,-1,1,1,6.9,7.7,7.7,33,11.7
STU022153,1,1,3,7.3,8.5,8.8,0,11.09
STU022154,-1,1,1,8.2,9.7,8.6,0,13.13
STU022155,0,1,1,5.7,5.7,6.8,0,9.61
STU022156,-1,1,1,2,2.2,3.3,0,7.83
STU022158,1,1,2,10,9.1,9.6,23,13.38
STU022160,1,1,1,8.9,10,8.9,8,11.41
STU022164,-1,1,2,7.1,9,9.3,1,11.84
STU022165,-1,1,2,3.5,4.6,4.7,30,11.37
STU022169,-1,1,2,4.5,6.1,6.1,0,12.64
STU022172,-1,1,2,7.7,6,8.4,16,15.81
STU022180,-1,1,5,7.7,6.3,6.3,30,15.79
STU022184,1,1,2,5.8,8.2,10,0,12.55
STU022188,-1,1,3,6.1,8.6,9.9,9,10.49
STU022195,-1,1,2,5.1,9.2,10,34,10.7
STU022196,1,1,4,6.2,6.2,6.1,0,12
STU022197,-1,1,4,3.5,3.5,3.6,18,16.92
STU022198,-1,1,0,5.3,7.3,8.5,8,9.26
STU022201,-1,1,4,9.7,10,10,11,10.99
STU022209,1,1,3,4.2,6.5,7.7,0,9.35
STU022210,-1,1,2,4.9,3.5,5.5,29,14.48
STU022211,-1,1,3,7.9,7.3,7.4,0,14.58
STU022213,-1,1,0,4.1,7.1,8.9,19,13.81
STU022214,1,1,2,3.7,3.3,6.5,26,11.1
STU022219,1,1,3,1.8,1.7,2.6,0,12.83
STU022223,-1,1,0,7,8.7,9.7,21,14.03
STU022226,1,1,1,5.8,8,6.9,23,11.37
STU022228,-1,1,0,4.6,6.3,5.9,31,16.19
STU022233,-1,1,3,4.9,7.7,7.8,10,15.54
STU022235,-1,1,3,6,4.7,2.8,31,17.69
STU022238,1,1,4,6.3,8.4,7.3,7,14.06
STU022242,-1,1,0,2.2,2.5,4.4,0,10.11
STU022252,-1,1,0,5.8,7.3,7.3,0,11.47
STU022253,1,1,1,7.4,7.7,6.3,0,8.88
STU022256,-1,1,1,4.2,6,6.7,25,11.66
STU022257,1,1,2,3.8,6,6.4,0,10.07
STU022258,-1,1,4,4.2,1.7,3,0,9.43
STU022260,1,1,4,3.8,2,4.7,0,10.62
STU022261,1,1,3,3.6,4.8,2.7,14,12.03
STU022267,1,1,2,6.7,6.5,6,0,9.63
STU022271,1,1,3,4.8,5.7,7,2,10.5
STU022277,-1,1,3,7,5.5,6.1,6,16.99
STU022279,1,1,1,3.2,3.9,3,22,9.47
STU022281,1,1,5,1,2.2,2.5,0,14.45
STU022285,1,1,3,1.5,1.9,3.1,0,8.79
STU022287,1,1,0,6.7,10,10,0,11.49
STU022289,1,1,4,6.1,9.8,10,13,11.26
STU022290,-1,1,1,9.3,8.4,9.4,0,9.48
STU022297,1,1,2,3.7,2.9,4.6,0,13.44
STU022299,-1,1,1,5.5,7.9,7.6,0,8.96
STU022309,1,1,0,6.3,9.7,10,29,12.43
STU022310,1,1,3,3,1.8,1.2,0,11.04
STU022312,1,1,1,6,3.3,3.6,0,11.21
STU022316,-1,1,1,9.4,8.2,7.3,35,10.5
STU022317,1,1,2,4.5,6,5.6,31,16.79
STU022318,-1,1,2,7,9.3,8.6,12,10.89
STU022320,-1,1,1,8.4,8.6,8.1,18,9.02
STU022321,-1,1,0,7.4,6.7,6.9,0,10.47
STU022323,-1,1,1,4.7,4.2,3.7,12,14.98
STU022328,-1,1,2,7.1,7.2,7.4,22,12.04
STU022329,-1,1,3,6.3,5.5,5.3,29,10.87
STU022330,1,1,2,5.8,6.8,6.8,27,13
STU022332,-1,1,2,6.4,4.2,4.8,22,14.94
STU022335,0,1,3,4.7,3.6,2.4,30,14.8
STU022336,1,1,1,5.8,7,6.3,36,12.23
STU022339,1,1,0,5.7,5.9,5.4,24,11.9
STU022340,1,1,1,4.5,5.4,3.5,14,14.77
STU022342,-1,1,1,8.1,8.7,7.6,0,8.33
STU022349,-1,1,0,8.4,9.1,7.4,10,13.05
STU022351,-1,1,1,3.5,4.2,4.4,34,13.32
STU022356,-1,1,0,3.1,4,4.2,15,10.74
STU022360,-1,1,2,8.3,8.4,8.3,0,15.86
STU022362,1,1,4,6.7,9,9.9,30,11.38
STU022370,-1,1,2,9.6,7.6,7.4,2,8.52
STU022371,-1,1,4,6.6,7.8,8.9,0,13.56
STU022378,-1,1,2,3.7,3,2.4,12,14.21
STU022386,-1,1,4,7.4,8,7.4,33,14.15
STU022390,-1,1,1,3,3.9,3.8,32,12.6
STU022391,-1,1,2,5.4,4.8,4.6,0,11.69
STU022400,1,1,3,6.7,7.6,8.6,17,8.98
STU022401,-1,1,3,6.5,7.8,8.6,0,13.02
STU022402,-1,1,1,6.2,8.7,10,0,7.37
STU022406,-1,1,4,8.8,10,8.4,33,22.31
STU022408,1,1,2,7.4,10,10,0,11.73
STU022409,-1,1,2,4.3,1.8,3.1,8,10.46
STU022416,-1,1,3,5.7,6.3,7.3,0,11.09
STU022423,1,1,0,9.3,8.6,9,0,8.43
STU022429,-1,1,2,3.1,4.6,4.3,14,10.12
STU022433,-1,1,1,4.4,3,2.7,12,12.34
STU022437,1,1,2,4.9,6.6,6.2,29,14.34
STU022438,0,1,2,6,6.2,6.9,0,9.32
STU022442,-1,1,3,4.9,5.3,4.3,18,13.29
STU022443,-1,1,0,3.3,3.5,2,0,7.72
STU022444,1,1,2,7.2,9,8.8,0,10.26
STU022446,-1,1,2,5.5,6.3,7.2,0,11.06
STU022447,-1,1,1,5.2,3.1,3.7,6,7.91
STU022449,1,1,3,7.5,8.9,10,0,11.92
STU022456,1,1,1,7.2,6.9,7.2,0,12.39
STU022458,1,1,1,7.1,8.5,9.2,8,12.47
STU022460,1,1,1,6.9,5.3,5.7,32,18.4
STU022461,1,1,4,5.8,6.5,6.6,0,15.42
STU022464,-1,1,5,7.3,8.7,10,0,12.57
STU022465,1,1,0,5.1,4.1,3.9,6,9.64
STU022469,-1,1,4,7.3,8.9,10,30,15.48
STU022470,1,1,1,6.7,8,7.6,0,9.09
STU022473,1,1,2,8.4,9.1,9.1,13,11.85
STU022474,1,1,1,7.7,9.8,10,0,11.96
STU022477,-1,1,0,6,5.6,5.8,12,9.92
STU022478,-1,1,0,7.9,9.2,10,17,12.32
STU022479,1,1,0,4,4.7,3.2,8,9.96
STU022480,-1,1,2,5.1,4.5,3.4,28,12.94
STU022482,-1,1,1,9.1,10,9,1,11.79
STU022483,1,1,3,4,5.1,4.5,17,10.95
STU022484,-1,1,2,6.8,10,10,22,12.07
