student_id,gender,degree_field,internships_count,technical_skills_score,soft_skills_score,communication_score,work_experience_months,placed,salary_lpa
STU036500,Other,Engineering,3,3.5,3.7,3.4,0,1,13.48
STU036501,Female,Engineering,0,5.6,7.3,8.5,18,1,12.85
STU036502,Male,Engineering,2,5.6,7.7,7,5,1,13.96
STU036503,Female,Engineering,2,5,5.1,4.4,16,1,12.37
STU036507,Male,Engineering,1,5.6,9.6,8.9,0,1,10.03
STU036509,Male,Engineering,1,6.4,8.1,7.2,32,1,14.97
STU036510,Female,Engineering,0,4.7,4.4,6.3,0,1,9.03
STU036513,Male,Engineering,2,2.8,5.2,7.4,29,1,13.92
STU036514,Male,Engineering,0,6.8,3.3,2.2,0,1,12.37
STU036517,Female,Engineering,0,6.2,4.9,6.4,17,1,14.2
STU036521,Female,Engineering,1,7.7,10,10,28,1,14.16
STU036523,Female,Engineering,1,8,7.8,8.6,18,1,10.12
STU036528,Male,Engineering,2,6.3,9.3,9.4,27,1,11.94
STU036531,Male,Engineering,0,5.9,6.8,8.2,0,1,9.69
STU036532,Male,Engineering,1,7,4.8,6.7,0,1,11.57
STU036533,Male,Engineering,2,6,6.7,5.7,23,1,17.13
STU036534,Male,Engineering,0,4.9,4.4,2.8,0,0,0
STU036537,Male,Engineering,3,5,7.7,7.6,0,1,12.77
STU036538,Female,Engineering,5,7.1,6.7,5.9,0,1,15.51
STU036540,Male,Engineering,1,8.5,9.8,10,0,1,17.37
STU036541,Male,Engineering,3,7.1,8,7.2,0,1,9.62
STU036542,Female,Engineering,2,7.7,7.9,8.3,11,1,10.72
STU036543,Female,Engineering,0,4.4,5,4.8,23,1,12.28
STU036546,Female,Engineering,1,7.8,5.7,6.1,30,1,12.91
STU036550,Female,Engineering,1,5.9,7,6.1,0,1,9.15
STU036551,Female,Engineering,3,4.1,6.4,4.9,0,1,12
STU036554,Male,Engineering,1,5.6,4,6,19,1,12.16
STU036555,Male,Engineering,2,5.8,6.1,6.3,0,0,0
STU036556,Female,Engineering,2,8.3,4.5,4.5,0,1,12.9
STU036559,Male,Engineering,0,4.4,4.6,4.8,24,1,11.38
STU036560,Female,Engineering,1,4.4,3.5,1,0,1,12.1
STU036561,Male,Engineering,1,8.3,9.7,10,24,1,18.41
STU036563,Male,Engineering,0,4.8,3.6,3.8,24,1,10.23
STU036565,Male,Engineering,0,10,10,10,0,1,10.64
STU036568,Female,Engineering,0,5,4,3.1,0,1,8.39
STU036577,Male,Engineering,1,6.9,8.8,8.7,0,1,12.43
STU036579,Male,Engineering,2,4.6,7,5.3,2,0,0
STU036584,Male,Engineering,4,7.9,8.3,7.9,0,1,14.25
STU036586,Male,Engineering,4,9.5,10,10,15,1,10.64
STU036587,Female,Engineering,1,5.3,6.7,8.1,0,1,11.45
STU036589,Female,Engineering,1,8.7,6.9,7,0,1,15.75
STU036591,Male,Engineering,2,3,3,2.9,35,1,12.91
STU036593,Male,Engineering,4,2.2,1,1,29,1,18.11
STU036594,Male,Engineering,2,9.2,10,9.8,14,1,13.8
STU036597,Female,Engineering,3,5,4.5,4.4,0,1,14.14
STU036600,Male,Engineering,1,4.8,4.8,6.3,0,1,10.95
STU036601,Female,Engineering,0,7.1,6,6.2,0,0,0
STU036604,Male,Engineering,3,6.4,7.6,6.5,33,1,13.88
STU036605,Female,Engineering,1,1.2,1,1,4,0,0
STU036608,Male,Engineering,3,7.4,7.3,6.5,0,1,10.02
STU036611,Male,Engineering,1,6.2,7.6,7.5,0,1,9.32
STU036614,Male,Engineering,3,5.8,3.8,4.1,15,1,12.5
STU036616,Male,Engineering,3,3.4,6.7,6.9,10,1,9.85
STU036619,Female,Engineering,3,7.3,7.7,8,0,1,13.25
STU036623,Female,Engineering,3,2.2,2.4,1,0,0,0
STU036625,Male,Engineering,1,4.1,4.2,3.7,8,1,12.63
STU036633,Female,Engineering,1,9,10,9.9,0,1,10.43
STU036634,Female,Engineering,1,8,7.2,7.9,8,1,12.64
STU036637,Female,Engineering,0,5,4.3,3.3,16,1,10.73
STU036640,Female,Engineering,2,6.7,6.7,5.3,5,1,9.77
STU036641,Female,Engineering,1,5.3,6.7,5.7,0,0,0
STU036645,Male,Engineering,0,5.6,4,4.5,18,1,12.12
STU036648,Male,Engineering,1,3,2.2,2.4,0,1,11.43
STU036649,Male,Engineering,1,6.3,7.2,6.5,2,1,13.8
STU036651,Male,Engineering,2,6.8,6.3,6.1,0,1,11.56
STU036652,Female,Engineering,4,10,10,9.5,0,1,12.1
STU036656,Male,Engineering,0,7.9,8.8,9.6,0,1,11.87
STU036657,Male,Engineering,0,5.8,7.5,8.8,0,1,10.06
STU036659,Female,Engineering,1,6.4,7.5,6.4,33,0,0
STU036660,Male,Engineering,1,10,10,7.3,15,1,11.9
STU036663,Female,Engineering,2,10,8,7.9,0,1,13.77
STU036675,Female,Engineering,4,5.6,5,4,0,1,11.03
STU036679,Male,Engineering,4,5.1,7.6,8,16,1,16
STU036681,Male,Engineering,2,1.3,4.7,4.8,0,1,13.69
STU036682,Male,Engineering,3,4.8,5.1,4.5,0,1,8.63
STU036683,Female,Engineering,0,6.5,3.6,3,0,1,9.9
STU036685,Male,Engineering,3,8,10,9.6,0,1,14.72
STU036686,Male,Engineering,1,5.5,8.2,6.8,0,1,11.04
STU036687,Female,Engineering,5,6.6,9.5,9.7,0,1,13.36
STU036689,Male,Engineering,3,10,10,8.9,0,1,13.2
STU036691,Male,Engineering,0,2.6,4.6,5.5,36,1,10.79
STU036692,Male,Engineering,0,4,4.2,1.8,0,1,9.98
STU036693,Female,Engineering,3,5.4,1,1,29,1,15.4
STU036696,Male,Engineering,2,8.3,9.1,8.9,0,1,13.71
STU036698,Female,Engineering,1,9.7,8.3,9.1,2,0,0
STU036701,Male,Engineering,1,5.6,4.8,6.1,28,1,13.96
STU036704,Male,Engineering,4,3.4,7,7.9,28,1,13.1
STU036708,Male,Engineering,0,3.3,7.4,7.9,4,1,7.21
STU036710,Male,Engineering,4,9.3,10,8.8,15,1,13.83
STU036713,Male,Engineering,0,4.9,6.6,5.6,0,1,9.02
STU036718,Female,Engineering,0,8.8,10,9,2,1,12.3
STU036722,Male,Engineering,1,3,5.3,6.3,0,1,10.19
STU036723,Female,Engineering,2,5.3,3.4,2.5,0,1,12.73
STU036732,Male,Engineering,1,8,8.5,8.7,0,1,13.97
STU036733,Male,Engineering,4,3.5,4.7,5.6,28,1,13.92
STU036739,Other,Engineering,1,3.7,3.2,5.1,0,1,7.18
STU036743,Male,Engineering,2,8.6,8.3,10,21,1,13.06
STU036746,Male,Engineering,1,2.8,4.2,1.6,23,1,17.02
STU036748,Female,Engineering,1,6.2,7,6.1,0,0,0
STU036749,Female,Engineering,2,6.6,7.9,8.9,13,1,11.22
STU036750,Other,Engineering,2,3.5,5.7,6.8,22,1,11.72
STU036754,Female,Engineering,1,4.7,2.7,2.3,13,1,14.56
STU036755,Male,Engineering,1,8.1,6.4,7.4,32,1,12.52
STU036758,Female,Engineering,2,7.3,6.6,7.2,6,1,17.83
STU036761,Male,Engineering,3,5.7,8.3,8.8,0,1,10.49
STU036768,Male,Engineering,3,6.3,7.2,7.3,24,1,14.43
STU036772,Female,Engineering,1,5.7,6.6,6.9,35,1,14.92
STU036774,Male,Engineering,1,5.2,6.5,5.3,24,1,10.83
STU036775,Female,Engineering,1,4.6,3.9,4.3,0,1,11.05
STU036778,Female,Engineering,3,7.2,4.2,4.8,0,0,0
STU036779,Male,Engineering,3,4.4,3.5,2.5,30,1,13.22
STU036780,Female,Engineering,2,6.6,8,8.4,0,1,9.91
STU036783,Female,Engineering,1,6.7,7.7,7.7,29,1,13.39
STU036784,Male,Engineering,3,4.8,2.9,4.8,0,0,0
STU036785,Male,Engineering,2,6.3,5.3,6.6,0,1,10.49
STU036794,Male,Engineering,1,6.7,8,6.7,0,1,10.74
STU036795,Male,Engineering,2,4.5,5.3,6,31,1,11.39
STU036797,Male,Engineering,3,3.4,5,6.4,18,1,10.45
STU036798,Male,Engineering,4,5.3,6.7,8.1,0,1,9.87
STU036802,Female,Engineering,1,2.9,5.7,5,0,1,7.42
STU036803,Male,Engineering,0,1.6,3.6,2.9,0,0,0
STU036807,Male,Engineering,3,3.3,4.6,3.9,14,1,11.59
STU036811,Female,Engineering,2,6.2,7.1,9,28,1,13.33
STU036812,Male,Engineering,5,6.5,6.4,6.7,0,1,11.95
STU036817,Male,Engineering,2,1,1.1,2.1,0,0,0
STU036818,Male,Engineering,2,8.4,6.6,5.3,10,1,12.19
STU036820,Female,Engineering,2,5.7,6,6.2,10,1,10.86
STU036824,Female,Engineering,0,7.6,8,7.9,0,1,12.68
STU036825,Male,Engineering,5,7.3,6.8,6.5,32,1,14.63
STU036826,Female,Engineering,1,5.2,5.4,6.6,0,1,7.39
STU036827,Female,Engineering,3,4.2,5.2,5.7,0,1,11.81
STU036832,Male,Engineering,1,3.3,5.4,5.8,0,1,9.88
STU036835,Female,Engineering,0,5.4,6.2,5,31,1,16.21
STU036836,Female,Engineering,1,2.7,4,3.4,21,1,12.34
STU036840,Female,Engineering,3,6.8,7.7,9.8,22,1,14.15
STU036842,Male,Engineering,5,6,7.7,8.5,0,1,9.57
STU036846,Male,Engineering,2,6.4,3.7,4.4,0,1,8.52
STU036850,Female,Engineering,2,8.4,10,8.4,31,1,13.07
STU036854,Male,Engineering,1,6.8,8.5,8.2,0,0,0
STU036855,Male,Engineering,0,2.2,3.8,3.1,0,0,0
STU036859,Male,Engineering,1,4,5.7,5.5,0,1,7.91
STU036861,Male,Engineering,2,7.5,6.4,8.2,0,1,14.41
STU036862,Male,Engineering,0,6.2,8.2,9.1,1,1,7.14
STU036864,Male,Engineering,4,4.8,7.7,9.4,34,1,10.76
STU036867,Female,Engineering,3,3.2,6.2,6.5,18,1,10.4
STU036868,Male,Engineering,1,8.2,10,10,0,1,10.71
STU036874,Female,Engineering,3,6.7,7.1,5.9,33,1,18.63
STU036878,Male,Engineering,2,5.5,6.2,4.6,27,1,11.67
STU036879,Female,Engineering,2,6.8,7.5,6.7,14,1,12.21
STU036880,Female,Engineering,0,7.4,8.4,9,9,1,9.24
STU036883,Male,Engineering,3,5.1,3.5,2.2,25,1,16.07
STU036884,Female,Engineering,1,6.5,6.9,7.2,0,1,13.7
STU036887,Female,Engineering,3,5,7.5,7.6,0,1,11.86
STU036890,Male,Engineering,2,5.9,10,10,33,1,19.78
STU036898,Female,Engineering,1,3.7,2.4,4.6,0,1,9.51
STU036899,Female,Engineering,1,5.6,8.2,9.7,0,1,11.58
STU036900,Male,Engineering,2,6.4,7.1,5.6,36,1,18.01
STU036903,Male,Engineering,0,3.8,4.5,6.7,0,0,0
STU036907,Male,Engineering,2,6.2,6.6,5.9,8,1,7.92
STU036908,Female,Engineering,2,5.4,6,7.2,0,0,0
STU036909,Male,Engineering,1,5.2,4.7,4.4,1,1,11.51
STU036910,Female,Engineering,1,6.7,5.8,6.6,0,1,10.29
STU036913,Female,Engineering,1,6.1,4.8,4.8,12,1,9.77
STU036918,Male,Engineering,3,5.4,8.2,7.1,3,1,11.38
STU036919,Male,Engineering,1,6.5,10,8,1,0,0
STU036920,Female,Engineering,0,7.6,5.7,4.1,10,1,11.6
STU036925,Female,Engineering,2,2,1.4,1,26,1,10.91
STU036930,Male,Engineering,0,2.2,1.4,2.7,0,1,9.37
STU036937,Female,Engineering,0,5,7,6.3,28,1,16.16
STU036940,Male,Engineering,2,5.9,6.4,5.8,0,1,9.7
STU036942,Female,Engineering,1,4.5,3.2,3.1,11,0,0
STU036944,Male,Engineering,2,5.5,6.1,6.9,13,1,11.45
STU036948,Male,Engineering,1,6.8,9.7,9,0,1,12.34
STU036949,Male,Engineering,2,6.7,6.4,5.4,0,1,12.22
STU036950,Female,Engineering,2,7.4,9.8,10,32,1,20.17
STU036951,Female,Engineering,0,7.7,8.1,7.9,16,1,14.79
STU036952,Female,Engineering,2,3.8,4,3.8,12,1,11.24
STU036954,Male,Engineering,2,8.3,8.4,9.2,21,1,13.6
STU036955,Male,Engineering,3,5.8,8,7.3,0,1,11.33
STU036956,Female,Engineering,1,3.8,5.7,4.1,0,0,0
STU036959,Male,Engineering,2,4.8,5.6,4.2,0,1,11.1
STU036960,Female,Engineering,2,9,8.3,9.5,20,0,0
STU036965,Female,Engineering,0,8.7,8.2,8.2,16,1,9.25
STU036967,Female,Engineering,2,6.2,6,2.8,19,1,14.2
STU036970,Male,Engineering,2,3.7,4.4,4.7,0,1,13.93
STU036972,Female,Engineering,1,7.2,8.9,10,7,1,13.18
STU036973,Male,Engineering,2,8.9,9.1,10,0,1,11.75
STU036976,Other,Engineering,2,4,2.3,2.4,31,1,16.48
STU036977,Female,Engineering,1,1,1.9,1.1,0,0,0
STU036984,Female,Engineering,4,6.1,7.4,7.5,15,1,12.56
STU036985,Male,Engineering,2,8.7,9.1,8.4,0,1,11.21
STU036989,Male,Engineering,1,4.9,5.8,4.5,29,1,10.86
STU036992,Male,Engineering,5,5.7,4.6,7,30,1,15.81
STU036995,Male,Engineering,4,6.9,6.2,5.4,29,1,13.22
STU036996,Male,Engineering,3,5,6.1,6.2,34,1,15.61
STU037003,Female,Engineering,1,6.9,7.6,9.9,0,1,12.77
STU037004,Female,Engineering,1,8.7,9.7,9,0,1,6.71
STU037006,Male,Engineering,2,4.6,5.4,5.5,0,1,11.61
STU037007,Female,Engineering,1,4.8,3.9,4.8,0,1,9.71
STU037009,Male,Engineering,0,2.9,1,1.5,22,1,9.12
STU037011,Female,Engineering,0,6.5,7.4,6.4,26,1,9.53
STU037012,Male,Engineering,1,3.9,1.6,1.8,0,1,9.24
STU037013,Male,Engineering,2,7.4,8.2,9.4,0,1,14.65
STU037015,Male,Engineering,3,8.9,9.1,9.5,26,1,13.32
STU037018,Female,Engineering,3,4.9,8.9,8.3,31,1,15.21
STU037019,Female,Engineering,1,5.7,8.3,8.6,0,1,13.38
STU037022,Female,Engineering,2,7.8,8.5,7.2,0,1,11.41
STU037025,Female,Engineering,2,7.4,7.6,7.8,0,1,15.4
STU037028,Male,Engineering,1,6.7,4.5,4.5,2,1,12.04
STU037030,Male,Engineering,3,4.5,4.7,4.2,32,1,18.73
STU037034,Male,Engineering,1,1.8,2.8,4.3,19,0,0
STU037036,Female,Engineering,4,4.4,2,3.7,35,1,14.51
STU037038,Female,Engineering,1,5,3,4.9,0,1,8.23
STU037041,Female,Engineering,1,10,8.7,8.4,36,1,16.63
STU037042,Female,Engineering,3,3.5,6.4,7,29,1,11.38
STU037044,Female,Engineering,0,3.9,5.9,5.3,6,1,10.01
STU037045,Male,Engineering,1,5.6,5.3,5.9,28,1,16.42
STU037052,Female,Engineering,2,7.9,6.9,5.8,4,1,9.52
STU037053,Female,Engineering,0,7,7.6,6.9,6,1,9.4
STU037056,Female,Engineering,1,4.9,6.9,6.1,0,0,0
STU037057,Female,Engineering,1,3.8,4.2,5.1,0,1,6.54
STU037060,Male,Engineering,3,4.8,9.4,10,0,1,16.57
STU037064,Female,Engineering,2,2.2,2.4,3.6,0,1,12.01
STU037068,Male,Engineering,4,7.1,8.1,6.8,24,1,15.79
STU037073,Male,Engineering,4,3.6,2.9,1.1,0,1,9.39
STU037074,Female,Engineering,0,1.9,2.6,2.6,27,1,13.79
STU037075,Male,Engineering,1,2.6,5.7,5.5,0,1,12.53
STU037076,Female,Engineering,0,1.4,2.7,3.3,0,1,11.17
STU037077,Male,Engineering,3,6.1,5.8,7.5,0,1,7.96
STU037078,Female,Engineering,4,3.6,3.6,3.9,22,1,12.52
STU037079,Female,Engineering,2,2.9,3.4,3.7,30,1,10.07
STU037082,Male,Engineering,3,6.7,6.9,5.8,20,1,13.35
STU037088,Male,Engineering,1,4,4.9,5,4,1,12.32
STU037093,Male,Engineering,0,5.6,5.8,5,0,1,11.84
STU037095,Female,Engineering,2,3.4,4.1,4.4,20,1,15.48
STU037096,Female,Engineering,1,2.9,5.4,5.8,16,1,10.9
STU037099,Female,Engineering,0,7.5,8.5,10,30,1,10.98
STU037100,Female,Engineering,0,3.8,2.2,1,19,0,0
STU037104,Female,Engineering,2,6.2,5.6,5,4,1,10.77
STU037105,Male,Engineering,2,6.5,7.1,8.2,8,1,9.77
STU037113,Male,Engineering,3,6.4,6.9,5,31,1,16.51
STU037116,Male,Engineering,1,5,4.5,2.6,9,0,0
STU037117,Female,Engineering,2,5.4,5.6,6.3,8,1,16.47
STU037120,Male,Engineering,1,6.4,6.8,6,21,0,0
STU037121,Female,Engineering,2,8.8,8.7,10,0,1,13.95
STU037122,Female,Engineering,2,8.2,9.6,10,0,1,11.29
STU037123,Female,Engineering,0,6.2,6.3,7.3,24,1,11.43
STU037124,Male,Engineering,1,6.4,5.3,5,0,1,11.11
STU037126,Male,Engineering,1,3.5,1,1.2,32,1,10.97
STU037128,Female,Engineering,0,6.2,5,5,0,1,11.62
STU037129,Female,Engineering,1,6.4,5.2,6.2,21,0,0
STU037130,Female,Engineering,2,5.5,4.8,5.5,0,1,11.52
STU037132,Male,Engineering,2,3.8,7,6.9,0,1,8.52
STU037134,Male,Engineering,3,6.1,4.8,5.9,7,1,10.95
STU037138,Female,Engineering,1,9.8,9.6,9.1,0,1,11.42
STU037139,Female,Engineering,1,4.9,5.4,6.3,0,1,7.11
STU037142,Female,Engineering,3,3.5,3.4,1.3,14,1,14.49
STU037143,Male,Engineering,2,2.4,5.2,5.1,0,1,8.15
STU037144,Female,Engineering,0,4.4,5.4,5.4,0,0,0
STU037150,Female,Engineering,1,4.7,4.6,6.5,0,1,9.47
STU037153,Female,Engineering,5,4.6,8.1,8.8,1,1,10.39
STU037162,Male,Engineering,1,6.6,8.2,8.9,29,1,13.11
STU037164,Male,Engineering,5,6.3,4.7,4,32,1,18.85
STU037166,Male,Engineering,1,8.5,9.2,9.4,17,1,12.13
STU037167,Other,Engineering,1,6.7,7.3,8.3,0,1,9.94
STU037168,Male,Engineering,0,6.6,8.5,9.6,30,1,12.89
STU037169,Female,Engineering,0,6.2,9.5,7.8,0,1,11.67
STU037171,Male,Engineering,1,5.3,6.8,7.6,20,1,12.89
STU037172,Female,Engineering,1,2.7,2.9,4.4,27,1,12.16
STU037173,Male,Engineering,1,8,8.9,7.7,26,1,10.77
STU037174,Female,Engineering,1,4.1,5.5,4.3,9,1,9.55
STU037175,Female,Engineering,2,4.9,5.8,4.8,13,1,13.2
STU037179,Female,Engineering,2,4.4,5.2,5.2,0,1,11.88
STU037180,Male,Engineering,5,7.9,8.1,7.6,22,1,16
STU037183,Female,Engineering,2,5.3,6,6.3,0,1,11.12
STU037186,Male,Engineering,0,8.9,10,10,0,1,7.94
STU037193,Male,Engineering,2,9,7.6,8,0,1,13.63
STU037195,Male,Engineering,2,4.9,7.2,6.9,21,1,8.73
STU037199,Male,Engineering,0,4.1,4.9,5.2,0,0,0
STU037200,Female,Engineering,2,6.3,7.6,6,0,1,9.02
STU037201,Male,Engineering,1,4,3.7,6.2,0,1,13.35
STU037202,Male,Engineering,1,4,2.1,1,0,1,9.7
STU037204,Male,Engineering,2,7.9,10,10,0,1,17.91
STU037205,Male,Engineering,0,7.6,8.4,7.3,1,0,0
STU037206,Female,Engineering,1,6,4.5,5.6,30,1,15.48
STU037211,Female,Engineering,1,3.8,4.6,5.4,0,1,11.59
STU037213,Male,Engineering,0,5.5,6.1,4.9,0,1,7.85
STU037218,Male,Engineering,0,3.3,3.7,6.4,0,1,10.55
STU037229,Male,Engineering,0,4.1,1.3,1,27,0,0
STU037234,Female,Engineering,0,3.3,5,5.6,19,1,8.64
STU037235,Female,Engineering,2,4.4,5.3,5.3,4,1,8.87
STU037236,Male,Engineering,2,4.1,5.6,7.9,0,1,11.74
STU037238,Female,Engineering,2,9.6,10,9.5,14,1,13.96
STU037240,Male,Engineering,5,8.6,10,10,3,1,12.06
STU037241,Female,Engineering,2,6.9,9.7,8.1,20,1,13.15
STU037243,Female,Engineering,4,6.1,5.6,7.1,0,1,12.99
STU037245,Male,Engineering,0,5,6.7,5.7,0,1,6.79
STU037250,Female,Engineering,2,5.3,5.6,5.5,20,1,11.71
STU037251,Male,Engineering,3,5.6,5,3.9,0,1,11.69
STU037254,Female,Engineering,1,1.4,1.8,1.2,0,1,9.45
STU037255,Female,Engineering,1,6.4,5.3,1.9,0,1,10.92
STU037259,Male,Engineering,2,6.8,6.1,5.2,6,1,11.31
STU037261,Male,Engineering,1,6.7,9.2,10,0,1,12.12
STU037263,Male,Engineering,1,5.4,3.5,2.7,0,0,0
STU037265,Male,Engineering,1,7.7,8.4,9.3,0,1,14.73
STU037267,Female,Engineering,3,7.4,8.4,7.4,0,0,0
STU037269,Male,Engineering,1,5.5,4.3,5.1,0,1,12.37
STU037273,Female,Engineering,3,6,5.8,4.2,10,1,10.4
STU037277,Female,Engineering,1,6,5.9,5.8,0,1,9.86
STU037280,Female,Engineering,3,3.6,1.7,1.6,31,1,14.09
STU037281,Female,Engineering,4,7.5,8.3,8.1,36,1,17.66
STU037287,Female,Engineering,2,7.8,6.3,4.4,26,1,13.4
STU037288,Female,Engineering,1,5.6,5.5,3.9,0,1,10.28
STU037290,Male,Engineering,1,4.8,5.5,4.9,0,1,10.49
STU037294,Female,Engineering,1,3.5,5,4.8,3,1,9.51
STU037295,Female,Engineering,3,6.2,6.3,8.4,0,1,10.28
STU037296,Female,Engineering,0,4.5,3.4,4.5,0,1,9.97
STU037297,Female,Engineering,4,6.5,8.8,9.1,21,1,18.38
STU037299,Female,Engineering,2,9.7,10,8.9,27,1,14.6
STU037302,Male,Engineering,2,7.4,9.2,9.1,8,1,11.77
STU037310,Female,Engineering,3,5.4,4.1,4.3,25,1,14.31
STU037311,Female,Engineering,2,9.9,10,10,0,1,12.98
STU037313,Male,Engineering,0,7.2,7.9,8.9,0,0,0
STU037318,Male,Engineering,0,5,4.5,4.8,0,1,10.03
STU037320,Female,Engineering,2,5.2,8.7,9,36,1,15.68
STU037326,Female,Engineering,4,9,9.9,9.3,26,1,12.96
STU037328,Female,Engineering,0,3.5,3.7,3.3,4,1,9.14
STU037330,Female,Engineering,4,4,5.8,7.6,36,1,18.64
STU037331,Female,Engineering,1,7,8.9,10,21,1,13.82
STU037338,Male,Engineering,3,2.8,4,4.1,14,1,11.96
STU037340,Male,Engineering,5,9.9,8.4,6.8,0,1,12.72
STU037346,Female,Engineering,2,4.4,4.3,4.1,23,1,13.19
STU037349,Female,Engineering,3,6.9,7,6.2,12,1,11.75
STU037350,Female,Engineering,1,4.3,5.3,4.6,0,0,0
STU037352,Male,Engineering,0,6.4,7.6,8.3,14,0,0
STU037353,Female,Engineering,5,8.4,8.3,8.6,0,1,15.98
STU037354,Female,Engineering,0,6.2,6,7.4,0,1,10.84
STU037357,Male,Engineering,1,7.1,7.3,5.6,0,1,10.31
STU037359,Male,Engineering,0,7.6,6.9,5.8,2,0,0
STU037361,Male,Engineering,2,6.7,7.7,8.4,35,1,17.13
STU037363,Female,Engineering,1,5.7,3.7,4.6,29,1,17.47
STU037368,Male,Engineering,2,5.4,7.8,7.2,0,1,12.88
STU037371,Female,Engineering,1,1.9,1.9,2.2,19,0,0
STU037376,Female,Engineering,0,5.4,2.3,2.4,0,0,0
STU037379,Male,Engineering,1,3.1,4.5,4.5,20,1,11.54
STU037381,Male,Engineering,4,5,4.6,6.1,26,1,20.82
STU037382,Male,Engineering,0,5.1,4.9,3.7,0,1,8.95
STU037385,Female,Engineering,0,10,9.4,8.6,20,1,9.98
STU037386,Female,Engineering,4,4.8,7.8,6.6,12,1,14.42
STU037389,Male,Engineering,3,4.2,3.1,4.5,21,0,0
STU037390,Male,Engineering,1,3.6,3.4,1.7,18,1,17.17
STU037393,Male,Engineering,4,4.4,4.2,5.1,0,1,11.49
STU037395,Female,Engineering,4,1,1,3,0,1,8.74
STU037397,Male,Engineering,1,6.2,5,4.5,17,1,13.62
STU037400,Female,Engineering,2,5.7,7.6,6.8,33,0,0
STU037407,Female,Engineering,2,6.1,6.3,8.7,0,1,16.86
STU037408,Female,Engineering,1,9,8.4,8.5,20,1,14.68
STU037410,Male,Engineering,1,5.5,8,7,18,1,12.48
STU037412,Male,Engineering,3,10,9.9,9.8,33,1,20.47
STU037415,Male,Engineering,1,3.9,5.6,4.4,0,1,9.87
STU037423,Male,Engineering,0,3.3,3.4,4.8,0,0,0
STU037429,Male,Engineering,1,1,1.9,2.4,8,0,0
STU037432,Female,Engineering,0,7.4,9.8,8.9,0,1,11.67
STU037435,Male,Engineering,2,4.8,6.2,6.4,13,1,12.29
STU037436,Female,Engineering,5,4.3,4.5,4.1,20,1,13.41
STU037440,Male,Engineering,4,8.3,9.1,10,17,1,13.39
STU037445,Male,Engineering,1,7,5.6,6,0,1,12.38
STU037447,Female,Engineering,1,6.4,7.5,9,5,1,14.04
STU037452,Female,Engineering,1,6.8,5,6.7,13,1,11.57
STU037453,Female,Engineering,1,8.9,9.2,8.9,0,1,11.76
STU037456,Female,Engineering,1,4.9,6.1,6.5,19,1,10.77
STU037457,Male,Engineering,1,4.2,4.1,3,15,1,10.92
STU037460,Female,Engineering,2,6.1,7.5,8.5,17,1,10.63
STU037461,Male,Engineering,1,5,4.4,3.9,3,1,13.42
STU037464,Male,Engineering,5,6.1,5.9,7.1,13,1,15.92
STU037465,Male,Engineering,3,4.3,4.5,3.6,0,1,9.18
STU037469,Female,Engineering,0,4.9,5.2,4.2,0,1,11.38
STU037470,Male,Engineering,3,3.8,5.6,4.6,0,1,7.25
STU037473,Female,Engineering,2,7.8,7.2,7.4,0,1,10.68
STU037474,Other,Engineering,1,10,10,8.8,0,1,10.73
STU037477,Female,Engineering,2,4.1,4.8,4.9,0,1,11.71
STU037481,Female,Engineering,4,8.7,9,9.7,3,1,13.04
STU037484,Female,Engineering,2,8.5,7.7,8.2,0,1,11.18
STU037486,Male,Engineering,3,5.2,6.6,4.2,33,1,14.53
STU037488,Female,Engineering,0,5.7,6,4.5,0,1,8.22
STU037492,Female,Engineering,0,4.2,4.1,1.7,0,0,0
STU037493,Female,Engineering,4,4.8,5.9,6.2,0,1,10.65
STU037494,Female,Engineering,1,3,1.7,2.1,0,0,0
STU037495,Male,Engineering,2,4.8,2.2,2.9,11,1,13.42
STU037496,Female,Engineering,2,5.3,10,10,10,1,11.13
STU037499,Male,Engineering,2,5.6,5.9,6,0,1,5.89
STU037501,Male,Engineering,0,9.2,8.5,7,6,1,11.74
STU037506,Male,Engineering,2,5.8,5.1,4.5,0,0,0
STU037507,Female,Engineering,1,3.8,2.8,1.6,8,0,0
STU037508,Male,Engineering,2,8.5,9.7,9.6,0,1,13.47
STU037513,Female,Engineering,1,8.3,10,10,0,1,13.63
STU037515,Male,Engineering,0,7.2,7.9,7.6,3,1,9.27
STU037516,Male,Engineering,2,6.3,5.4,6.4,18,1,15.96
STU037520,Female,Engineering,1,6.2,6.2,5.7,19,1,10.71
STU037522,Male,Engineering,1,4.4,7.9,6.8,27,1,13.67
STU037524,Female,Engineering,3,7.7,9.3,9.4,16,1,10.08
STU037527,Male,Engineering,2,6.8,6.1,7.3,11,1,12.38
STU037528,Male,Engineering,3,1.9,2.1,1.6,34,1,14.05
STU037529,Male,Engineering,2,6.9,7.1,8.2,0,1,13.38
STU037532,Male,Engineering,1,2.2,3.2,3.3,25,1,10.38
STU037535,Male,Engineering,2,8.3,8.5,8.9,0,0,0
STU037544,Male,Engineering,1,6.6,8.2,7.3,9,1,12.97
STU037546,Other,Engineering,4,3.7,6.2,6.2,13,1,10.69
STU037547,Male,Engineering,2,5.4,8.3,8.2,0,1,7.95
STU037549,Female,Engineering,1,4,2.1,1.5,4,0,0
STU037550,Female,Engineering,2,7.5,7.8,9.1,0,1,11.45
STU037551,Female,Engineering,2,4.3,5.5,6.6,0,1,9.43
